"id","date","state","city","department","victim_number","victim_weight","reported_pitbull","actual_breed","source","source2","source3","victim_name","officer_name","seizure","survival","children","hospitalization","hospitalization_police_injury","arrest","fine","uniform","warrant_or_pc","beware_of_dog","suspension","firing","lawsuit","criminal_charge"
123,"2014-08-12","Oregon","Springfield","Springfield Police Department",1,50,1,"Pit Bull","http://www.kmtr.com/news/local/Dog-shot-in-head-by-police-officer-271158291.html",,,"Kiki","Unknown",0,1,0,0,0,0,2,"Uniform",3,3,0,0,2,0
124,"2014-08-17","Oregon","Scappoose ","Scappoose Police Department",1,2,0,"Shepherd mix","http://www.kgw.com/story/news/local/2014/08/18/dog-shot-killed-scappoose-police-officer/14238877/",,,"Unknown","James Candiff",1,0,0,0,0,0,2,"Uniform",3,3,0,0,0,0
125,"2012-08-05","Pennsylvania","Philadelphia","Philadelphia Police Department",1,2,1,"Unconfirmed","http://articles.philly.com/2014-08-07/news/52519321_1_police-involved-shootings-two-officers-south-philadelphia-woman",,,"Unknown","Pollard and Ellis",1,0,0,0,1,2,2,"Not Sure",2,2,2,2,1,2
126,"2014-08-21","Pennsylvania","Philadelphia","Philadelphia Police Department",1,2,1,"Unconfirmed","http://www.nbcphiladelphia.com/news/breaking/North-Philly-Diamond-Shooting-272163391.html",,,"Unknown","Unknown",1,2,0,0,0,0,0,"Uniform",2,3,0,0,0,0
127,"2014-08-11","Texas","Seguin","Seguin police department ",1,2,1,"Unconfirmed","http://www.kens5.com/story/news/local/2014/08/12/dog-shot-seguin-police/13981771/",,,"Unknown","Unknown",1,1,0,0,0,1,1,"Uniform",3,3,0,0,2,0
128,"2014-08-06","Ohio","Middletown","Middletown Division of Police SWAT",1,2,1,"Unconfirmed","http://www.journal-news.com/news/news/crime-law/police-shoot-dog-during-search-of-residence/ngwnZ/",,,"Midnight","Unknown SWAT team",1,0,0,0,0,1,1,"Uniform",1,2,0,0,0,0
129,"2014-08-27","New Jersey","Salem","Salem City Police Department",1,50,0,"German Shepherd","http://www.nj.com/salem/index.ssf/2014/08/salem_officer_shoots_kills_charging_dog_police_say.html",,,"Unknown","Unknown",1,0,0,1,0,2,1,"Uniform",3,3,0,0,2,0
130,"2014-08-12","Texas","Houston","Houston Police Department",1,2,0,"Unconfirmed","http://www.click2houston.com/news/hpd-officer-shoots-vicious-dog/27433084",,,"Unknown","Unknown",0,1,0,0,0,0,1,"Uniform",0,2,2,2,2,2
131,"2014-08-16","New Mexico","Rio Rancho","Rio Rancho Police Department",2,2,0,"Unconfirmed","http://krqe.com/2014/08/16/rio-rancho-police-shoot-kill-dogs-during-attack/",,,"Unknown","Unknown",1,0,1,1,0,2,2,"Uniform",1,3,2,2,2,2
132,"2014-07-09","Idaho","Coeur d&#039;Alene","Coeur d&#039;Alene Police Department",1,50,1,"Labrador","http://magicvalley.com/news/local/police-shooting-of-dog-spurs--page-report/article_d8cbd50a-24a3-11e4-97dd-001a4bcf887a.html",,,"Arfee","David Kelley",1,0,0,0,0,0,2,"Uniform",0,3,2,2,1,2
133,"2014-08-21","Georgia","Jackson","Jackson Police Department",1,50,1,"Boxer","http://www.jacksonprogress-argus.com/news/2014/aug/26/jackson-officer-shoots-threatening-dog/",,,"Unknown","Unknown",1,0,0,1,0,0,1,"Uniform",3,3,2,2,2,2
134,"2014-08-21","Illinois","Sunnyland","East Peoria Police",1,50,1,"Pit Bull 8yo","http://www.centralillinoisproud.com/story/d/story/police-officer-shoots-pit-bull-sparks-petition/54989/cI3jDSVsIUeasEEhcKIiUg",,,"Bella","Unknown",1,0,0,0,0,0,2,"Uniform",0,3,2,0,2,0
135,"2014-08-14","California","West Covina","West Covina Police Department",2,50,0,"Labrador","http://www.cbsnews.com/news/video-california-cops-shoot-bean-bag-at-barking-dog/",,,"Max and Chloe","Two Unknown Police",0,1,0,0,0,0,2,"Uniform",0,2,2,0,2,0
136,"2014-08-27","Washington","Greenacres","Spokane Valley Police Department",1,50,1,"Huskey mix","http://www.spokesman.com/stories/2014/aug/27/spokane-valley-fficer-shoots-dog-attacked/",,,"Cash","Unknown",1,0,0,0,0,0,2,"Uniform",0,1,2,2,2,2
137,"2014-07-25","New York","Springville","Erie County Sheriff&rsquo;s Department",1,50,1,"Brindle Pit Bull 2yo","http://www.policestateusa.com/2014/justice-for-lady-erie-county-ny/","http://www.buffalonews.com/city-region/southern-erie-county/pit-bull-that-killed-dog-in-sardinia-had-been-shot-by-deputy-in-2014-20151218",,"Lady","Det Greg McCarthy Det Graham and Det Noecher",1,1,1,0,0,0,1,"Plain Clothes",0,2,2,2,2,2
139,"2014-08-27","Kansas","Hutchinson","Hutchinson City Police Department",1,2,1,"Unconfirmed","http://www.hutchnews.com/news/courts_and_cops/hutch-police-shoot-and-kill-charging-dog/article_4fd22228-33f1-52ca-a2f8-a95fc759d8f0.html",,,"Caprice","Unknown",1,0,0,0,0,0,1,"Uniform",0,2,2,2,2,2
141,"2014-04-16","California","Riverside","Riverside County Sheriffs Department",1,2,1,"Pit Bull","http://losangeles.cbslocal.com/2014/04/16/sheriffs-deputy-hospitalized-after-accidentally-shooting-himself-in-leg/",,,"Precious","Unknown",0,1,2,0,1,0,0,"Uniform",0,3,2,2,2,2
142,"2014-05-11","Michigan","Redford Township","Redford Township Police Department",1,30,1,"Labrador and Pit Bull mix 10 month old puppy","http://www.dailytribune.com/general-news/20140513/redford-township-police-shoot-kill-dog-in-yard",,,"Rock","Unknown",2,0,0,0,0,1,2,"Uniform",0,1,2,0,2,0
143,"2014-04-28","Louisiana","Sulphur","Sulphur Police Department and Calcasieu Parish Sheriff&#039;s Office",1,50,0,"Labrador Newfoundland and Golden Retriever mix 14 month old puppy","http://www.huffingtonpost.com/2014/05/08/brian-thierbach-quits-cop-shot-dog-arzy-brandon-carpenter_n_5289294.html",,,"Arzy Kensington","Brian Thierbach",1,0,0,0,0,1,1,"Uniform",3,3,1,1,1,1
144,"2014-04-18","Texas","Rains County","Rains County Sheriffs Department",1,30,0,"Blue Healer","http://www.nydailynews.com/news/crime/sheriff-deputy-fired-allegedly-shooting-family-dog-candy-texas-farm-article-1.1768851","https://web.archive.org/web/20140921155509/http://www.cbs19.tv/story/26566780/update-shooting-dog-case-against-former-rains-county-dismissed","https://youtu.be/n8hshpYzCYg","Candy","Deputy Jarred Dooley AKA Jerrod Dooley AKA Jerred Dooley - shooter",0,0,0,0,0,0,2,"Uniform",1,2,1,1,2,1
145,"2014-07-23","Texas","Canyon","Randall County Sheriff&rsquo;s Office",1,50,0,"Australian Shepherd","http://www.myplainview.com/canyon/c_top_stories/article_14e54b22-2245-11e4-84ae-001a4bcf887a.html",,,"Blue","John Vaught",0,0,1,0,0,0,2,"Uniform",1,2,0,0,2,0
146,"2014-07-27","Missouri","Columbia","Howard County Sheriff Department",1,50,1,"Pit Bull","https://www.facebook.com/OpBacon/photos/a.657567764334710.1073741830.410194309072058/658544027570417/?type=3&amp;theater",,,"King","Tim Wells",0,0,2,0,0,0,1,"Uniform",2,2,0,0,2,0
147,"2012-02-26","Maryland","North Laurel","Howard County Police Department",1,50,1,"Pit Bull 8yo","http://www.baltimoresun.com/explore/howard/news/crime/ph-ho-cf-dog-shooting-0315-20120313,0,5655392.story",,,"Yayo","Unknown",2,0,0,0,0,0,1,"Uniform",3,2,0,0,2,0
148,"2014-07-23","Texas","Cedar Park","Cedar Park Police Department",1,2,1,"Mixed Breed 10yo","http://kxan.com/2014/07/23/aggressive-dog-shot-by-cedar-park-officer/",,,"Unknown","Unknown",1,0,0,0,0,2,2,"Uniform",0,2,0,0,2,0
149,"2014-07-09","Minnesota","Saint Paul","Saint Paul Police Department",2,50,1,"Pit Bull 13yo","http://www.myfoxtwincities.com/story/25981713/st-paul-police-shoot-kill-2-family-dogs-in-swat-raid","http://www.twincities.com/localnews/ci_26153733/police-raid-st-paul-man-pit-bulls-was",,"Mello and Laylo","Unknown SWAT team",1,0,1,0,0,0,2,"Uniform",1,2,0,0,2,0
150,"2010-12-29","Georgia","Atlanta","Fulton County Marshals",1,30,0,"Labrador","http://www.wsbtv.com/news/news/county-marshal-shoots-kills-dog-in-lawsuit-mix-up/nJT9W/","http://www.wsbtv.com/news/news/local/2-investigates-nearly-100-dogs-shot-police/nSrz7/",,"Basil","Unknown",0,0,0,0,0,0,1,"Uniform",0,2,0,0,0,0
151,"2014-06-11","Illinois","Moline","Rock Island County Sheriff&#039;s Office",1,100,0,"Rottweiler","http://www.kwqc.com/story/25802856/animal-cruelty-complaint-after-sheriffs-deputy-shoots-dog",,,"Unknown","Unknown",1,0,0,0,0,0,2,"Uniform",3,3,0,0,2,0
152,"2014-05-19","South Carolina","Anderson","Anderson Police Department",1,50,1,"Pit Bull w 3 legs","http://www.foxcarolina.com/story/25576839/anderson-family-upset-after-police-shoot-kill-pet-dog",,,"Cream","Captain Aman and Joseph Chapman ",0,0,1,0,0,0,2,"Uniform",1,2,0,0,2,0
153,"2014-04-08","Texas","El Paso","El Paso Police Department",1,50,1,"Pit Bull w 3 legs","http://www.kfoxtv.com/template/cgi-bin/archived.pl?type=basic&amp;file=/news/features/top-stories/stories/archive/2014/03/GXnReoKi.xml#.VAObqPldXW4",,,"Gracie","Two Unknown Police",0,1,1,0,0,2,2,"Uniform",2,2,2,2,2,2
154,"2014-02-26","Maryland","Silver Spring","Baltimore Police Department and Montgomery County Police",1,1,0,"Jack Russell Terrier 7 month old","http://www.baltimoresun.com/news/maryland/crime/blog/bs-md-ci-officer-kills-puppy-20140305,0,1035874.story",,,"Rocko","Alec Eugene Taylor",1,0,0,0,0,0,0,"Plain Clothes",3,3,1,1,2,1
155,"2014-04-02","Pennsylvania","Philadelphia","Philadelphia Police Department",1,2,1,"Unconfirmed","http://www.nbcphiladelphia.com/news/local/Police-Dog-Shot-253540881.html",,,"Unknown","Unknown",1,0,0,0,0,3,3,"Uniform",3,3,1,0,0,0
157,"2014-08-30","California","San Gabriel","Long Beach Police Department",1,2,1,"Unconfirmed","http://losangeles.cbslocal.com/2014/08/30/long-beach-police-shoot-mans-dog-as-they-arrest-suspect-for-alleged-sexual-assault/",,,"Unknown","Two Unknown Police",1,2,0,0,0,1,2,"Uniform",3,3,0,0,0,0
158,"2014-02-01","Maryland","Pasadena / Glen Burnie","Anne Arundel County Police Department",1,50,0,"Chesapeake Bay Retriever","http://www.baltimoresun.com/news/maryland/anne-arundel/pasadena/bs-md-officer-kills-dog-20140202,0,3864041.story",,,"Vernon AKA Vern","Rodney Price",2,0,0,0,0,0,2,"Uniform",0,2,1,0,2,0
159,"2008-02-08","Nevada","Las Vegas","North Las Vegas Police Department",2,100,1,"Pit Bull and Mastiff","http://www.opposingviews.com/i/society/animal-rights/louisa-thurston-can-sue-police-who-shot-her-2-dogs-court-rules",,,"Bruno and Blue","Unknown SWAT team (6 members)",1,0,1,0,0,2,2,"Uniform",1,2,0,0,1,0
160,"2014-02-06","North Carolina","Forest City","Forest City Police Department",1,50,0,"Boxer Bulldog 6yo","http://www.thedigitalcourier.com/news/x849282439/Family-dog-shot-police-officer-suspended-from-duty",,,"Raccoon Baby","Sean Brooks",0,0,0,0,0,1,0,"Plain Clothes",0,2,1,1,0,1
161,"2012-10-31","New York","Port Chester","Port Chester Police Department",2,50,0,"Golden Retriever Labrador mix 1yo and Pomeranian","http://westchester.news12.com/news/port-chester-family-neighborhood-outraged-that-police-shot-killed-dog-1.6374745",,,"Marley and Nico","Unknown",2,0,0,0,0,0,1,"Uniform",3,3,0,0,0,0
162,"2013-10-07","Georgia","Albany","Albany Probation Office",1,10,0,"Jack Russel Terrier","http://www.wfxl.com/news/story.aspx?id=956749#.VAUT7fldXW6",,,"Patches","Probation Officers Antoine Jones Ronnie Simmons and Rob Boney Police Samantha Richardson",0,0,0,0,0,0,0,"Not Sure",1,0,0,0,2,0
164,"2013-07-11","Missouri","Saint Louis","Saint Louis Police Department",1,2,0,"Unconfirmed","http://www.stltoday.com/news/local/crime-and-courts/st-louis-officer-injured-by-apparent-ricochet-from-fellow-officer/article_f8a3f9af-2384-58ae-9c86-eb6133d0469b.html",,,"Unknown","Two Unknown Police",0,1,0,0,1,3,3,"Uniform",3,3,2,2,2,0
165,"2013-09-02","South Carolina","Irmo","Irmo Police Department",1,50,0,"German Shepherd and Labrador mix","http://www.wistv.com/story/23324440/irmo-family-unhappy-officer-shot-and-killed-their-dog",,,"Kenya","Riley Null",1,0,0,0,0,1,1,"Uniform",3,3,0,0,1,0
166,"2013-05-21","Nevada","Las Vegas","Las Vegas Police Department",1,30,0,"Australian Shepherd","http://www.dailymail.co.uk/news/article-2362093/Sarah-Hecht-rally-Cops-run-womans-dog-Freckles-PURPOSE-citation.html",,,"Freckles","Unknown",0,0,1,0,0,0,1,"Uniform",3,3,0,0,2,0
167,"2013-07-31","Oklahoma","Oklahoma City","Oklahoma City Police Department",1,2,0,"Unconfirmed","http://kfor.com/2013/07/31/police-shoot-family-dog/",,,"Nera","Unknown",2,0,0,0,0,0,0,"Uniform",1,0,0,0,2,0
168,"2012-07-11","Virginia","Richmond","Henrico County Police Division",1,50,1,"Pit Bull","http://www.timesdispatch.com/news/henrico-police-shoot-pet-as-they-notify-family-of-son/article_9e2c4d25-e4bc-51c7-ba1a-c03da22888f5.html",,,"Tiger","Two Unknown Police",1,0,0,0,0,0,0,"Uniform",1,2,2,0,2,0
169,"2011-11-11","Virginia","Harrisonburg","Rockingham County Sheriff&#039;s Office",1,1,0,"Cat","http://www.timesdispatch.com/news/harrisonburg-police-officer-convicted-of-beating-cat-to-death/article_83efd3bf-ea2c-55a6-abb9-3a4f1dd360bb.html",,,"Unknown","Jonathan Snoddy",1,0,0,0,0,3,3,"Not Sure",3,3,2,2,0,1
170,"2014-08-31","Colorado","Colorado Springs","Colorado Springs Police Department&rsquo;s Gold Hill Division",1,2,1,"Unconfirmed","http://www.krdo.com/news/police-shoot-pit-bull/27830890",,,"Unknown","Unknown",0,1,0,0,0,1,1,"Uniform",3,1,0,0,2,0
171,"2014-08-31","Ohio","Dayton","Dayton Police Department",1,2,0,"Unconfirmed","http://www.whio.com/news/news/crime-law/dayton-police-officer-fatally-shoots-vicious-dog/nhDDN/",,,"Unknown","Unknown",2,0,0,0,0,2,2,"Not Sure",2,2,0,0,2,0
172,"2014-06-09","Indiana","Hammond","Hammond Police Department",1,50,1,"Unconfirmed","http://chicago.cbslocal.com/2014/09/03/family-sues-hammond-police-officer-who-shot-their-dog/",,,"Lilly","Timothy Kreischer",0,1,1,0,0,0,1,"Uniform",0,1,0,0,1,0
173,"2012-02-23","New Mexico","Glorieta","New Mexico State Police",1,50,0,"Unconfirmed","http://www.dogmurderers.com/woman-seeking-attorney-state-police-officer-shoots-dog-video/",,,"Jilly","Unknown",0,0,0,0,0,0,2,"Uniform",0,1,0,0,2,0
174,"2012-09-16","Illinois","El Dorado","Eldorado Police Department and Saline County Sheriffs Office ",1,50,0,"German Shepherd 6yo","http://www.dailyamericannews.com/article/20121010/NEWS/121019958/1001/NEWS?template=printart",,,"Smokey","Ryan Ward",2,0,0,0,0,0,2,"Uniform",0,2,2,0,0,0
175,"2012-09-16","Georgia","Smyrna","Cobb County Police",1,50,0,"Labrador 6yo","http://mdjonline.com/view/full_story/20196279/article-Man-mourns-dog-shot--killed-by-police-officer-responding-to-burglar-alarm",,,"Luke","G.M. Roach and J.P. Gibson",2,0,0,0,0,0,0,"Uniform",1,2,0,0,0,0
176,"2010-01-09","Maryland","Taneytown","Frederick County Sheriffs Department",1,50,0,"Labrador","http://www.abajournal.com/news/article/after_seeing_dashcam_video_of_deputy_shooting_family_dog_jury_awards_620k/",,,"Brandy AKA Brandi","Timothy Brooks and Nathan Rector",0,1,2,0,0,0,0,"Uniform",1,0,0,0,1,0
177,"2012-09-15","Indiana","Hamlet","Hamlet Police Department",1,2,1,"Unconfirmed Puppy 10 months old","http://www.wndu.com/home/headlines/Puppy-shot-and-killed-by-Hamlet-officer-family-says--170124666.html",,,"Rosco","Kyle Hinds",2,0,0,0,0,0,2,"Uniform",3,2,0,0,2,0
178,"2012-09-08","Michigan","Saint Louis","Saint Louis Police Department ",1,50,0,"Golden Retriever 8yo","http://detroit.cbslocal.com/2012/09/22/no-charges-against-officer-in-dog-shooting/","http://www.wnd.com/2012/09/decision-on-cop-who-shot-dog-for-no-reason/",,"Scout","Matt Vanhall",0,0,0,0,0,0,2,"Uniform",0,0,0,0,2,0
179,"2012-09-15","Iowa","Newton","Newton Police Department",1,50,1,"Pit Bull","http://www.kcci.com/news/central-iowa/Officer-shoots-kills-family-s-dog/-/9357080/16620586/-/9ou939/-/index.html#ixzz26bjvBzry",,,"Griz","Ron Cook",2,0,2,0,0,0,2,"Uniform",3,2,0,0,2,0
180,"2012-08-13","New York","New York","NYPD",1,50,1,"Pit Bull","http://www.examiner.com/article/nypd-shoots-homeless-man-s-dog-because-he-barked",,,"Star","Unknown",1,1,2,0,0,1,1,"Uniform",3,3,0,0,0,0
181,"2012-08-15","New York","Walworth","Wayne County Narcotics Enforcement Team",1,2,0,"Unconfirmed","http://www.copblock.org/20057/75-year-old-grandmother-held-down-at-gunpoint-on-bathroom-floor-by-wayne-county-ny-sheriffs-deputies-and-macedon-ny-police-as-they-shoot-and-kill-her-dog/",,,"Duke","Unknown SWAT team",1,0,0,0,0,1,1,"Uniform",1,2,0,0,2,0
182,"2012-08-19","Arizona","Sunnyside","Flagstaff Police",1,30,0,"Blue Heeler","http://azdailysun.com/news/local/crime-and-courts/section/eyewitness-officer-used-baton-boot-on-injured-dog/article_607b82ee-f160-11e1-9215-001a4bcf887a.html",,,"Blue","John Tewes",1,0,0,0,0,0,2,"Uniform",3,3,1,1,2,0
183,"2012-09-01","South Carolina","Myrtle Beach","Horry County Police",1,50,1,"Pit Bull","http://www.carolinalive.com/news/story.aspx?id=797763#.ULhRo-TokbA",,,"Shadow","Unknown",2,0,1,0,0,0,2,"Uniform",0,2,0,0,2,0
186,"2012-08-27","South Carolina","Spartanburg","Spartanburg County Sheriff's Office",1,50,0,"Sheperd Mix 8yo","http://www.examiner.com/article/sheriff-defends-deputy-who-responded-to-wrong-house-killed-tethered-dog",,,"Diamond","Eric Boutin",2,0,0,0,0,0,2,"Plain Clothes",0,1,0,0,2,0
187,"2012-08-23","California","Riverside","Riverside Police Department",1,50,1,"Pit Bull 9yo","http://www.pe.com/articles/dog-652959-brad-gonzalez.html",,,"Brad Pitt","Ryan Wilson",2,0,1,0,0,0,2,"Uniform",0,2,0,0,1,0
189,"2012-05-10","Virginia","Clover Hill","Rockingham County Sheriff's Office",1,10,0,"Border Collie and Labrador Mix","http://www.whsv.com/news/headlines/Harrisonburg_Police_Officer_Accused_of_Killing_Family_Dog_150885025.html?ref=025",,,"Sadie","Russell Metcalf",0,0,1,0,0,0,0,"Plain Clothes",3,3,1,2,2,1
190,"2012-04-29","Texas","Galveston","Galveston Police Department",1,2,1,"Unconfirmed","http://blog.chron.com/newswatch/2012/04/galveston-police-fatally-shoot-guard-dog/",,,"Unknown","Two Unknown Police",1,0,0,0,0,0,0,"Uniform",2,2,0,0,0,0
191,"2012-05-01","Wisconsin","Madison","Dane County Sheriff's Office",1,2,0,"Unconfirmed","http://host.madison.com/wsj/news/local/crime_and_courts/update-standoff-over-man-arrested-on-madison-s-far-east/article_0553b5fc-93ec-11e1-8db9-0019bb2963f4.html#ixzz1tkezFfch",,,"Unknown","Unknown SWAT team",2,0,0,0,0,0,2,"Uniform",1,0,0,0,0,0
192,"2012-05-02","Alabama","Birmingham","Birmingham Police Department",1,50,1,"Pit Bull Mix 5yo","http://blog.al.com/spotnews/2012/05/owner_of_slain_puppy_questions.html",,,"Boogie","Unknown",1,0,0,0,0,0,1,"Uniform",3,3,0,0,2,0
193,"2012-05-03","Indiana","Hammond","Hammond Police Department",1,2,1,"Unconfirmed 3yo","http://abc7chicago.com/archive/8647307/",,,"Angel","Unknown",2,0,0,0,0,0,1,"Uniform",0,0,0,0,2,0
194,"2012-05-03","Missouri","Fulton","Fulton Police Department",3,2,1,"Pit Bull","http://www.komu.com/news/update-fulton-dog-died-man-arrested-in-a-drug-search/",,,"Unknown","Unknown SWAT team",1,0,0,0,0,1,1,"Uniform",1,2,0,0,0,0
196,"2012-05-01","Tennessee","Ashland City","Cheatham County Sheriffs Department",1,2,1,"Unconfirmed","http://www.lawreport.org/ViewStory.aspx?StoryID=9006",,,"Kojo","Two Unknown Police",1,0,0,0,0,0,2,"Uniform",1,3,0,0,2,0
197,"2012-05-07","Kansas","Topeka","Topeka Police Department",1,50,0,"German Shepherd and Border Collie mix","http://cjonline.com/news/2012-05-07/topeka-police-officer-shoots-kills-dog",,,"Dallas","Unknown",1,0,1,0,0,0,2,"Uniform",3,3,0,0,0,0
198,"2012-05-10","Ohio","Columbus","Columbus police department",1,50,1,"Pit Bull","http://www.10tv.com/content/stories/2012/05/10/columbus-owner-says-police-unnecessairily-shot-dog.html",,,"Unknown","Unknown",2,0,0,0,0,0,2,"Uniform",0,0,0,0,2,0
199,"2012-05-17","California","Vallejo","Vallejo Police Department",1,50,0,"Labrador 11yo","http://www.sfgate.com/crime/article/Vallejo-police-kill-crime-victim-s-dog-3566176.php#ixzz1vCRkrV8m",,,"Belle","Chase Calhoun",0,0,0,0,0,0,2,"Uniform",1,0,0,0,2,0
200,"2006-12-20","Connecticut","Hartford","Hartford Police Department Northeast Conditions Unit",1,100,0,"Saint Bernard","http://articles.courant.com/2012-05-17/news/hc-hartford-dog-shoot-0518-20120517_1_family-dog-front-yard-bark-and-snarl",,,"Seven","John O'Hare and Anthony Pia",2,0,1,0,0,0,0,"Uniform",0,1,0,0,1,0
201,"2012-06-01","New York","Penfield","Monroe County Sheriff Department",1,50,1,"Pit Bull 7yo","http://rochester.ynn.com/content/top_stories/586597/dog-shot-and-killed-during-police-call/",,,"Diablo","Sean LeClair and Matt Clancy",2,0,0,0,0,2,2,"Uniform",3,2,0,0,2,0
